"Chill_season" "Year" "Month" "Day" "Daily_portions" "Cume_portions"
"chill_2095-2096" 2095 11 7 13 -277
"chill_2095-2096" 2095 11 8 11 -266
"chill_2095-2096" 2095 11 9 16 -250
"chill_2095-2096" 2095 11 10 16.5 -233.5
"chill_2095-2096" 2095 11 11 16 -217.5
"chill_2095-2096" 2095 11 12 20 -197.5
"chill_2095-2096" 2095 11 13 20.5 -177
"chill_2095-2096" 2095 11 14 20.5 -156.5
"chill_2095-2096" 2095 11 15 21.5 -135
"chill_2095-2096" 2095 11 16 16.5 -118.5
"chill_2095-2096" 2095 11 17 17.5 -101
"chill_2095-2096" 2095 11 18 15.5 -85.5
"chill_2095-2096" 2095 11 19 10 -75.5
"chill_2095-2096" 2095 11 20 10.5 -65
"chill_2095-2096" 2095 11 21 6.5 -58.5
"chill_2095-2096" 2095 11 22 9 -49.5
"chill_2095-2096" 2095 11 23 11.5 -38
"chill_2095-2096" 2095 11 24 9 -29
"chill_2095-2096" 2095 11 25 4 -25
"chill_2095-2096" 2095 11 26 7.5 -17.5
"chill_2095-2096" 2095 11 27 10 -7.5
"chill_2095-2096" 2095 11 28 11.5 4
"chill_2095-2096" 2095 11 29 12 16
"chill_2095-2096" 2095 11 30 16.5 32.5
"chill_2095-2096" 2095 12 1 19.5 52
"chill_2095-2096" 2095 12 2 23 75
"chill_2095-2096" 2095 12 3 20 95
"chill_2095-2096" 2095 12 4 22.5 117.5
"chill_2095-2096" 2095 12 5 15 132.5
"chill_2095-2096" 2095 12 6 13.5 146
"chill_2095-2096" 2095 12 7 16 162
"chill_2095-2096" 2095 12 8 16.5 178.5
"chill_2095-2096" 2095 12 9 16.5 195
"chill_2095-2096" 2095 12 10 18 213
"chill_2095-2096" 2095 12 11 16 229
"chill_2095-2096" 2095 12 12 15.5 244.5
"chill_2095-2096" 2095 12 13 20.5 265
"chill_2095-2096" 2095 12 14 21.5 286.5
"chill_2095-2096" 2095 12 15 14.5 301
"chill_2095-2096" 2095 12 16 9 310
"chill_2095-2096" 2095 12 17 7.5 317.5
"chill_2095-2096" 2095 12 18 5 322.5
"chill_2095-2096" 2095 12 19 5 327.5
"chill_2095-2096" 2095 12 20 11.5 339
"chill_2095-2096" 2095 12 21 12.5 351.5
"chill_2095-2096" 2095 12 22 7.5 359
"chill_2095-2096" 2095 12 23 4 363
"chill_2095-2096" 2095 12 24 6 369
"chill_2095-2096" 2095 12 25 8 377
"chill_2095-2096" 2095 12 26 6.5 383.5
"chill_2095-2096" 2095 12 27 7 390.5
"chill_2095-2096" 2095 12 28 8.5 399
"chill_2095-2096" 2095 12 29 9 408
"chill_2095-2096" 2095 12 30 8 416
"chill_2095-2096" 2095 12 31 9 425
"chill_2095-2096" 2096 1 1 14.5 439.5
"chill_2095-2096" 2096 1 2 8 447.5
"chill_2095-2096" 2096 1 3 6.5 454
"chill_2095-2096" 2096 1 4 3.5 457.5
"chill_2095-2096" 2096 1 5 0 457.5
"chill_2095-2096" 2096 1 6 -0.5 457
"chill_2095-2096" 2096 1 7 1 458
"chill_2095-2096" 2096 1 8 13 471
"chill_2095-2096" 2096 1 9 6.5 477.5
"chill_2095-2096" 2096 1 10 15 492.5
"chill_2095-2096" 2096 1 11 23.5 516
"chill_2095-2096" 2096 1 12 19.5 535.5
"chill_2095-2096" 2096 1 13 18 553.5
"chill_2095-2096" 2096 1 14 14.5 568
"chill_2095-2096" 2096 1 15 18 586
"chill_2095-2096" 2096 1 16 16.5 602.5
"chill_2095-2096" 2096 1 17 15.5 618
"chill_2095-2096" 2096 1 18 23.5 641.5
"chill_2095-2096" 2096 1 19 24 665.5
"chill_2095-2096" 2096 1 20 21 686.5
"chill_2095-2096" 2096 1 21 19.5 706
"chill_2095-2096" 2096 1 22 22 728
"chill_2095-2096" 2096 1 23 16 744
"chill_2095-2096" 2096 1 24 13 757
"chill_2095-2096" 2096 1 25 13 770
"chill_2095-2096" 2096 1 26 14.5 784.5
"chill_2095-2096" 2096 1 27 12 796.5
"chill_2095-2096" 2096 1 28 15 811.5
"chill_2095-2096" 2096 1 29 13.5 825
"chill_2095-2096" 2096 1 30 12.5 837.5
"chill_2095-2096" 2096 1 31 14 851.5
"chill_2095-2096" 2096 2 1 15 866.5
"chill_2095-2096" 2096 2 2 12 878.5
"chill_2095-2096" 2096 2 3 12 890.5
"chill_2095-2096" 2096 2 4 10.5 901
"chill_2095-2096" 2096 2 5 13 914
"chill_2095-2096" 2096 2 6 20.5 934.5
"chill_2095-2096" 2096 2 7 23.5 958
"chill_2095-2096" 2096 2 8 16 974
"chill_2095-2096" 2096 2 9 15.5 989.5
"chill_2095-2096" 2096 2 10 14.5 1004
"chill_2095-2096" 2096 2 11 15 1019
"chill_2095-2096" 2096 2 12 13.5 1032.5
"chill_2095-2096" 2096 2 13 14.5 1047
"chill_2095-2096" 2096 2 14 13.5 1060.5
"chill_2095-2096" 2096 2 15 16 1076.5
"chill_2095-2096" 2096 2 16 17.5 1094
"chill_2095-2096" 2096 2 17 14.5 1108.5
"chill_2095-2096" 2096 2 18 13.5 1122
"chill_2095-2096" 2096 2 19 12 1134
"chill_2095-2096" 2096 2 20 12 1146
"chill_2095-2096" 2096 2 21 11.5 1157.5
"chill_2095-2096" 2096 2 22 10.5 1168
"chill_2095-2096" 2096 2 23 11.5 1179.5
"chill_2095-2096" 2096 2 24 13.5 1193
"chill_2095-2096" 2096 2 25 13.5 1206.5
"chill_2095-2096" 2096 2 26 18 1224.5
"chill_2095-2096" 2096 2 27 19 1243.5
"chill_2095-2096" 2096 2 28 20.5 1264
"chill_2095-2096" 2096 2 29 20 1284
"chill_2095-2096" 2096 3 1 19 1303
"chill_2095-2096" 2096 3 2 15.5 1318.5
"chill_2095-2096" 2096 3 3 18.5 1337
"chill_2095-2096" 2096 3 4 14.5 1351.5
"chill_2095-2096" 2096 3 5 15.5 1367
"chill_2095-2096" 2096 3 6 20 1387
"chill_2095-2096" 2096 3 7 22 1409
"chill_2095-2096" 2096 3 8 15.5 1424.5
"chill_2095-2096" 2096 3 9 10 1434.5
"chill_2095-2096" 2096 3 10 11.5 1446
"chill_2095-2096" 2096 3 11 7.5 1453.5
"chill_2095-2096" 2096 3 12 -7.5 1446
"chill_2095-2096" 2096 3 13 -10.5 1435.5
"chill_2095-2096" 2096 3 14 -4.5 1431
"chill_2095-2096" 2096 3 15 2 1433
"chill_2095-2096" 2096 3 16 1.5 1434.5
"chill_2095-2096" 2096 3 17 6 1440.5
"chill_2095-2096" 2096 3 18 11 1451.5
"chill_2095-2096" 2096 3 19 19.5 1471
"chill_2095-2096" 2096 3 20 12.5 1483.5
"chill_2095-2096" 2096 3 21 11 1494.5
"chill_2095-2096" 2096 3 22 10 1504.5
"chill_2095-2096" 2096 3 23 9 1513.5
"chill_2095-2096" 2096 3 24 8.5 1522
"chill_2095-2096" 2096 3 25 0 1522
"chill_2095-2096" 2096 3 26 -1.5 1520.5
"chill_2095-2096" 2096 3 27 -2.5 1518
"chill_2095-2096" 2096 3 28 -4 1514
"chill_2095-2096" 2096 3 29 -0.5 1513.5
"chill_2095-2096" 2096 3 30 1 1514.5
"chill_2095-2096" 2096 3 31 1.5 1516
"chill_2095-2096" 2096 4 1 1.5 1517.5
"chill_2095-2096" 2096 4 2 -0.5 1517
"chill_2095-2096" 2096 4 3 1 1518
"chill_2095-2096" 2096 4 4 3.5 1521.5
"chill_2095-2096" 2096 4 5 4 1525.5
"chill_2095-2096" 2096 4 6 6.5 1532
"chill_2095-2096" 2096 4 7 3.5 1535.5
"chill_2095-2096" 2096 4 8 3 1538.5
"chill_2095-2096" 2096 4 9 4 1542.5
"chill_2095-2096" 2096 4 10 4 1546.5
"chill_2095-2096" 2096 4 11 0 1546.5
"chill_2095-2096" 2096 4 12 -2.5 1544
"chill_2095-2096" 2096 4 13 -7.5 1536.5
"chill_2095-2096" 2096 4 14 -3.5 1533
"chill_2095-2096" 2096 4 15 0 1533
"chill_2095-2096" 2096 4 16 11 1544
"chill_2095-2096" 2096 4 17 12.5 1556.5
"chill_2095-2096" 2096 4 18 7 1563.5
"chill_2095-2096" 2096 4 19 0.5 1564
"chill_2095-2096" 2096 4 20 4 1568
"chill_2095-2096" 2096 4 21 3.5 1571.5
"chill_2095-2096" 2096 4 22 2.5 1574
"chill_2095-2096" 2096 4 23 3 1577
"chill_2095-2096" 2096 4 24 0.5 1577.5
"chill_2095-2096" 2096 4 25 -3 1574.5
"chill_2095-2096" 2096 4 26 -12 1562.5
"chill_2095-2096" 2096 4 27 -13.5 1549
"chill_2095-2096" 2096 4 28 -10.5 1538.5
"chill_2095-2096" 2096 4 29 -15.5 1523
"chill_2095-2096" 2096 4 30 -11.5 1511.5
"chill_2095-2096" 2096 5 1 -7 1504.5
"chill_2095-2096" 2096 5 2 -6.5 1498
"chill_2095-2096" 2096 5 3 1 1499
"chill_2095-2096" 2096 5 4 -4 1495
"chill_2095-2096" 2096 5 5 0 1495
"chill_2095-2096" 2096 5 6 -4.5 1490.5
"chill_2095-2096" 2096 5 7 -1.5 1489
"chill_2095-2096" 2096 5 8 3 1492
"chill_2095-2096" 2096 5 9 4 1496
"chill_2095-2096" 2096 5 10 8.5 1504.5
"chill_2095-2096" 2096 5 11 5.5 1510
"chill_2095-2096" 2096 5 12 2.5 1512.5
"chill_2095-2096" 2096 5 13 0 1512.5
"chill_2095-2096" 2096 5 14 0 1512.5
"chill_2095-2096" 2096 5 15 -0.5 1512
"chill_2095-2096" 2096 5 16 -4 1508
"chill_2095-2096" 2096 5 17 -7 1501
"chill_2095-2096" 2096 5 18 -11 1490
"chill_2095-2096" 2096 5 19 -13.5 1476.5
"chill_2095-2096" 2096 5 20 -19 1457.5
"chill_2095-2096" 2096 5 21 -19.5 1438
"chill_2095-2096" 2096 5 22 -17.5 1420.5
"chill_2095-2096" 2096 5 23 -18 1402.5
"chill_2095-2096" 2096 5 24 -18.5 1384
"chill_2095-2096" 2096 5 25 -16.5 1367.5
"chill_2095-2096" 2096 5 26 -17 1350.5
"chill_2095-2096" 2096 5 27 -18.5 1332
"chill_2095-2096" 2096 5 28 -19.5 1312.5
"chill_2095-2096" 2096 5 29 -9 1303.5
"chill_2095-2096" 2096 5 30 -3.5 1300
"chill_2095-2096" 2096 5 31 -5.5 1294.5
"chill_2095-2096" 2096 6 1 -1.5 1293
"chill_2095-2096" 2096 6 2 0 1293
"chill_2095-2096" 2096 6 3 -4.5 1288.5
"chill_2095-2096" 2096 6 4 -7 1281.5
"chill_2095-2096" 2096 6 5 -8 1273.5
"chill_2095-2096" 2096 6 6 -9 1264.5
"chill_2095-2096" 2096 6 7 -9 1255.5
"chill_2095-2096" 2096 6 8 -9 1246.5
"chill_2095-2096" 2096 6 9 -12 1234.5
"chill_2095-2096" 2096 6 10 -16 1218.5
"chill_2095-2096" 2096 6 11 -16.5 1202
"chill_2095-2096" 2096 6 12 -17 1185
"chill_2095-2096" 2096 6 13 -18.5 1166.5
"chill_2095-2096" 2096 6 14 -21 1145.5
"chill_2095-2096" 2096 6 15 -23.5 1122
"chill_2095-2096" 2096 6 16 -24 1098
"chill_2095-2096" 2096 6 17 -24 1074
"chill_2095-2096" 2096 6 18 -23.5 1050.5
"chill_2095-2096" 2096 6 19 -23.5 1027
"chill_2095-2096" 2096 6 20 -24 1003
"chill_2095-2096" 2096 6 21 -24 979
"chill_2095-2096" 2096 6 22 -24 955
"chill_2095-2096" 2096 6 23 -24 931
"chill_2095-2096" 2096 6 24 -24 907
"chill_2095-2096" 2096 6 25 -24 883
"chill_2095-2096" 2096 6 26 -24 859
"chill_2095-2096" 2096 6 27 -22 837
"chill_2095-2096" 2096 6 28 -24 813
"chill_2095-2096" 2096 6 29 -24 789
"chill_2095-2096" 2096 6 30 -24 765
"chill_2095-2096" 2096 7 1 -24 741
"chill_2095-2096" 2096 7 2 -24 717
"chill_2095-2096" 2096 7 3 -22.5 694.5
"chill_2095-2096" 2096 7 4 -21 673.5
"chill_2095-2096" 2096 7 5 -18 655.5
"chill_2095-2096" 2096 7 6 -20 635.5
"chill_2095-2096" 2096 7 7 -18.5 617
"chill_2095-2096" 2096 7 8 -18.5 598.5
"chill_2095-2096" 2096 7 9 -20 578.5
"chill_2095-2096" 2096 7 10 -23 555.5
"chill_2095-2096" 2096 7 11 -24 531.5
"chill_2095-2096" 2096 7 12 -21.5 510
"chill_2095-2096" 2096 7 13 -19.5 490.5
"chill_2095-2096" 2096 7 14 -18 472.5
"chill_2095-2096" 2096 7 15 -19.5 453
"chill_2095-2096" 2096 7 16 -21.5 431.5
"chill_2095-2096" 2096 7 17 -24 407.5
"chill_2095-2096" 2096 7 18 -24 383.5
"chill_2095-2096" 2096 7 19 -24 359.5
"chill_2095-2096" 2096 7 20 -22.5 337
"chill_2095-2096" 2096 7 21 -19.5 317.5
"chill_2095-2096" 2096 7 22 -22 295.5
"chill_2095-2096" 2096 7 23 -23.5 272
"chill_2095-2096" 2096 7 24 -22 250
"chill_2095-2096" 2096 7 25 -24 226
"chill_2095-2096" 2096 7 26 -23.5 202.5
"chill_2095-2096" 2096 7 27 -21.5 181
"chill_2095-2096" 2096 7 28 -24 157
"chill_2095-2096" 2096 7 29 -22 135
"chill_2095-2096" 2096 7 30 -24 111
"chill_2095-2096" 2096 7 31 -24 87
"chill_2095-2096" 2096 8 1 -24 63
"chill_2095-2096" 2096 8 2 -24 39
"chill_2095-2096" 2096 8 3 -24 15
"chill_2095-2096" 2096 8 4 -24 -9
"chill_2095-2096" 2096 8 5 -24 -33
"chill_2095-2096" 2096 8 6 -24 -57
"chill_2095-2096" 2096 8 7 -24 -81
"chill_2095-2096" 2096 8 8 -24 -105
"chill_2095-2096" 2096 8 9 -24 -129
"chill_2095-2096" 2096 8 10 -24 -153
"chill_2095-2096" 2096 8 11 -24 -177
"chill_2095-2096" 2096 8 12 -24 -201
"chill_2095-2096" 2096 8 13 -24 -225
"chill_2095-2096" 2096 8 14 -24 -249
"chill_2095-2096" 2096 8 15 -24 -273
"chill_2095-2096" 2096 8 16 -24 -297
"chill_2095-2096" 2096 8 17 -23.5 -320.5
"chill_2095-2096" 2096 8 18 -22.5 -343
"chill_2095-2096" 2096 8 19 -21.5 -364.5
"chill_2095-2096" 2096 8 20 -16 -380.5
"chill_2095-2096" 2096 8 21 -19 -399.5
"chill_2095-2096" 2096 8 22 -21 -420.5
"chill_2095-2096" 2096 8 23 -21.5 -442
"chill_2095-2096" 2096 8 24 -21.5 -463.5
"chill_2095-2096" 2096 8 25 -24 -487.5
"chill_2095-2096" 2096 8 26 -24 -511.5
"chill_2095-2096" 2096 8 27 -23.5 -535
"chill_2095-2096" 2096 8 28 -21 -556
"chill_2095-2096" 2096 8 29 -19.5 -575.5
"chill_2095-2096" 2096 8 30 -16 -591.5
"chill_2095-2096" 2096 8 31 -15 -606.5
"chill_2096-2097" 2096 9 1 -17.5 -17.5
"chill_2096-2097" 2096 9 2 -24 -41.5
"chill_2096-2097" 2096 9 3 -24 -65.5
"chill_2096-2097" 2096 9 4 -20 -85.5
"chill_2096-2097" 2096 9 5 -13.5 -99
"chill_2096-2097" 2096 9 6 -9.5 -108.5
"chill_2096-2097" 2096 9 7 -9.5 -118
"chill_2096-2097" 2096 9 8 -11.5 -129.5
"chill_2096-2097" 2096 9 9 -12.5 -142
"chill_2096-2097" 2096 9 10 -14 -156
"chill_2096-2097" 2096 9 11 -10 -166
"chill_2096-2097" 2096 9 12 -0.5 -166.5
"chill_2096-2097" 2096 9 13 3 -163.5
"chill_2096-2097" 2096 9 14 0 -163.5
"chill_2096-2097" 2096 9 15 1 -162.5
"chill_2096-2097" 2096 9 16 0.5 -162
"chill_2096-2097" 2096 9 17 5 -157
"chill_2096-2097" 2096 9 18 5.5 -151.5
"chill_2096-2097" 2096 9 19 2 -149.5
"chill_2096-2097" 2096 9 20 -2.5 -152
"chill_2096-2097" 2096 9 21 -8.5 -160.5
"chill_2096-2097" 2096 9 22 -12 -172.5
"chill_2096-2097" 2096 9 23 -8 -180.5
"chill_2096-2097" 2096 9 24 -8 -188.5
"chill_2096-2097" 2096 9 25 -12.5 -201
"chill_2096-2097" 2096 9 26 -12 -213
"chill_2096-2097" 2096 9 27 -11 -224
"chill_2096-2097" 2096 9 28 -13 -237
"chill_2096-2097" 2096 9 29 -15 -252
"chill_2096-2097" 2096 9 30 -13 -265
"chill_2096-2097" 2096 10 1 -11.5 -276.5
"chill_2096-2097" 2096 10 2 -11 -287.5
"chill_2096-2097" 2096 10 3 -11.5 -299
"chill_2096-2097" 2096 10 4 -14 -313
"chill_2096-2097" 2096 10 5 -16 -329
"chill_2096-2097" 2096 10 6 -17.5 -346.5
"chill_2096-2097" 2096 10 7 -13 -359.5
"chill_2096-2097" 2096 10 8 -9 -368.5
"chill_2096-2097" 2096 10 9 -8 -376.5
"chill_2096-2097" 2096 10 10 -11.5 -388
"chill_2096-2097" 2096 10 11 -15 -403
"chill_2096-2097" 2096 10 12 -14.5 -417.5
"chill_2096-2097" 2096 10 13 -10.5 -428
"chill_2096-2097" 2096 10 14 -11.5 -439.5
"chill_2096-2097" 2096 10 15 -2.5 -442
"chill_2096-2097" 2096 10 16 5.5 -436.5
"chill_2096-2097" 2096 10 17 1 -435.5
"chill_2096-2097" 2096 10 18 -5.5 -441
"chill_2096-2097" 2096 10 19 -3.5 -444.5
"chill_2096-2097" 2096 10 20 6 -438.5
"chill_2096-2097" 2096 10 21 7.5 -431
"chill_2096-2097" 2096 10 22 2.5 -428.5
"chill_2096-2097" 2096 10 23 0 -428.5
"chill_2096-2097" 2096 10 24 -3 -431.5
"chill_2096-2097" 2096 10 25 -7.5 -439
"chill_2096-2097" 2096 10 26 -7.5 -446.5
"chill_2096-2097" 2096 10 27 -7.5 -454
"chill_2096-2097" 2096 10 28 2.5 -451.5
"chill_2096-2097" 2096 10 29 13 -438.5
"chill_2096-2097" 2096 10 30 13.5 -425
"chill_2096-2097" 2096 10 31 13.5 -411.5
"chill_2096-2097" 2096 11 1 17 -394.5
"chill_2096-2097" 2096 11 2 19 -375.5
"chill_2096-2097" 2096 11 3 12.5 -363
"chill_2096-2097" 2096 11 4 15.5 -347.5
"chill_2096-2097" 2096 11 5 10.5 -337
"chill_2096-2097" 2096 11 6 8 -329
"chill_2096-2097" 2096 11 7 7 -322
"chill_2096-2097" 2096 11 8 13 -309
"chill_2096-2097" 2096 11 9 8 -301
"chill_2096-2097" 2096 11 10 15 -286
"chill_2096-2097" 2096 11 11 18 -268
"chill_2096-2097" 2096 11 12 21.5 -246.5
"chill_2096-2097" 2096 11 13 17.5 -229
"chill_2096-2097" 2096 11 14 15.5 -213.5
"chill_2096-2097" 2096 11 15 15 -198.5
"chill_2096-2097" 2096 11 16 14 -184.5
"chill_2096-2097" 2096 11 17 13.5 -171
"chill_2096-2097" 2096 11 18 17 -154
"chill_2096-2097" 2096 11 19 20.5 -133.5
"chill_2096-2097" 2096 11 20 20 -113.5
"chill_2096-2097" 2096 11 21 20 -93.5
"chill_2096-2097" 2096 11 22 20.5 -73
"chill_2096-2097" 2096 11 23 20.5 -52.5
"chill_2096-2097" 2096 11 24 17.5 -35
"chill_2096-2097" 2096 11 25 17 -18
"chill_2096-2097" 2096 11 26 23.5 5.5
"chill_2096-2097" 2096 11 27 24 29.5
"chill_2096-2097" 2096 11 28 21 50.5
"chill_2096-2097" 2096 11 29 22.5 73
"chill_2096-2097" 2096 11 30 17.5 90.5
"chill_2096-2097" 2096 12 1 18 108.5
"chill_2096-2097" 2096 12 2 24 132.5
"chill_2096-2097" 2096 12 3 24 156.5
"chill_2096-2097" 2096 12 4 24 180.5
"chill_2096-2097" 2096 12 5 23.5 204
"chill_2096-2097" 2096 12 6 24 228
"chill_2096-2097" 2096 12 7 15.5 243.5
"chill_2096-2097" 2096 12 8 10.5 254
"chill_2096-2097" 2096 12 9 13 267
"chill_2096-2097" 2096 12 10 16 283
"chill_2096-2097" 2096 12 11 13 296
"chill_2096-2097" 2096 12 12 7.5 303.5
"chill_2096-2097" 2096 12 13 2.5 306
"chill_2096-2097" 2096 12 14 0 306
"chill_2096-2097" 2096 12 15 2.5 308.5
"chill_2096-2097" 2096 12 16 6.5 315
"chill_2096-2097" 2096 12 17 6 321
"chill_2096-2097" 2096 12 18 5 326
"chill_2096-2097" 2096 12 19 9 335
"chill_2096-2097" 2096 12 20 10 345
"chill_2096-2097" 2096 12 21 6 351
"chill_2096-2097" 2096 12 22 3 354
"chill_2096-2097" 2096 12 23 4 358
"chill_2096-2097" 2096 12 24 8 366
"chill_2096-2097" 2096 12 25 7 373
"chill_2096-2097" 2096 12 26 5 378
"chill_2096-2097" 2096 12 27 7 385
"chill_2096-2097" 2096 12 28 4 389
"chill_2096-2097" 2096 12 29 0 389
"chill_2096-2097" 2096 12 30 0 389
"chill_2096-2097" 2096 12 31 0 389
"chill_2096-2097" 2097 1 1 0 389
"chill_2096-2097" 2097 1 2 10 399
"chill_2096-2097" 2097 1 3 10.5 409.5
"chill_2096-2097" 2097 1 4 9 418.5
"chill_2096-2097" 2097 1 5 11 429.5
"chill_2096-2097" 2097 1 6 19.5 449
"chill_2096-2097" 2097 1 7 19.5 468.5
"chill_2096-2097" 2097 1 8 22.5 491
"chill_2096-2097" 2097 1 9 24 515
"chill_2096-2097" 2097 1 10 24 539
"chill_2096-2097" 2097 1 11 24 563
"chill_2096-2097" 2097 1 12 23.5 586.5
"chill_2096-2097" 2097 1 13 22.5 609
"chill_2096-2097" 2097 1 14 10.5 619.5
"chill_2096-2097" 2097 1 15 9.5 629
"chill_2096-2097" 2097 1 16 11.5 640.5
"chill_2096-2097" 2097 1 17 11 651.5
"chill_2096-2097" 2097 1 18 7 658.5
"chill_2096-2097" 2097 1 19 10.5 669
"chill_2096-2097" 2097 1 20 9 678
"chill_2096-2097" 2097 1 21 5.5 683.5
"chill_2096-2097" 2097 1 22 0 683.5
"chill_2096-2097" 2097 1 23 0 683.5
"chill_2096-2097" 2097 1 24 0 683.5
"chill_2096-2097" 2097 1 25 0 683.5
"chill_2096-2097" 2097 1 26 0 683.5
"chill_2096-2097" 2097 1 27 2.5 686
"chill_2096-2097" 2097 1 28 2.5 688.5
"chill_2096-2097" 2097 1 29 4 692.5
"chill_2096-2097" 2097 1 30 6.5 699
"chill_2096-2097" 2097 1 31 8 707
"chill_2096-2097" 2097 2 1 9 716
"chill_2096-2097" 2097 2 2 3 719
"chill_2096-2097" 2097 2 3 0 719
"chill_2096-2097" 2097 2 4 6 725
"chill_2096-2097" 2097 2 5 10 735
"chill_2096-2097" 2097 2 6 12.5 747.5
"chill_2096-2097" 2097 2 7 11.5 759
"chill_2096-2097" 2097 2 8 9 768
"chill_2096-2097" 2097 2 9 6 774
"chill_2096-2097" 2097 2 10 4 778
"chill_2096-2097" 2097 2 11 4 782
"chill_2096-2097" 2097 2 12 1.5 783.5
"chill_2096-2097" 2097 2 13 0.5 784
"chill_2096-2097" 2097 2 14 0 784
"chill_2096-2097" 2097 2 15 0 784
"chill_2096-2097" 2097 2 16 10.5 794.5
"chill_2096-2097" 2097 2 17 11.5 806
"chill_2096-2097" 2097 2 18 12 818
"chill_2096-2097" 2097 2 19 12 830
"chill_2096-2097" 2097 2 20 14.5 844.5
"chill_2096-2097" 2097 2 21 12 856.5
"chill_2096-2097" 2097 2 22 7.5 864
"chill_2096-2097" 2097 2 23 0 864
"chill_2096-2097" 2097 2 24 0 864
"chill_2096-2097" 2097 2 25 0 864
"chill_2096-2097" 2097 2 26 4 868
"chill_2096-2097" 2097 2 27 8 876
"chill_2096-2097" 2097 2 28 15 891
"chill_2096-2097" 2097 3 1 18 909
"chill_2096-2097" 2097 3 2 17 926
"chill_2096-2097" 2097 3 3 17.5 943.5
"chill_2096-2097" 2097 3 4 19 962.5
"chill_2096-2097" 2097 3 5 20.5 983
"chill_2096-2097" 2097 3 6 18 1001
"chill_2096-2097" 2097 3 7 18 1019
"chill_2096-2097" 2097 3 8 17 1036
"chill_2096-2097" 2097 3 9 17 1053
"chill_2096-2097" 2097 3 10 18 1071
"chill_2096-2097" 2097 3 11 17 1088
"chill_2096-2097" 2097 3 12 17 1105
"chill_2096-2097" 2097 3 13 18 1123
"chill_2096-2097" 2097 3 14 15 1138
"chill_2096-2097" 2097 3 15 11.5 1149.5
"chill_2096-2097" 2097 3 16 11 1160.5
"chill_2096-2097" 2097 3 17 11 1171.5
"chill_2096-2097" 2097 3 18 12.5 1184
"chill_2096-2097" 2097 3 19 15.5 1199.5
"chill_2096-2097" 2097 3 20 15 1214.5
"chill_2096-2097" 2097 3 21 15 1229.5
"chill_2096-2097" 2097 3 22 9 1238.5
"chill_2096-2097" 2097 3 23 8 1246.5
"chill_2096-2097" 2097 3 24 12.5 1259
"chill_2096-2097" 2097 3 25 11 1270
"chill_2096-2097" 2097 3 26 8.5 1278.5
"chill_2096-2097" 2097 3 27 10.5 1289
"chill_2096-2097" 2097 3 28 15 1304
"chill_2096-2097" 2097 3 29 15 1319
"chill_2096-2097" 2097 3 30 15 1334
"chill_2096-2097" 2097 3 31 17 1351
"chill_2096-2097" 2097 4 1 17 1368
"chill_2096-2097" 2097 4 2 17 1385
"chill_2096-2097" 2097 4 3 16.5 1401.5
"chill_2096-2097" 2097 4 4 11 1412.5
"chill_2096-2097" 2097 4 5 4.5 1417
"chill_2096-2097" 2097 4 6 2.5 1419.5
"chill_2096-2097" 2097 4 7 3.5 1423
"chill_2096-2097" 2097 4 8 0.5 1423.5
"chill_2096-2097" 2097 4 9 0.5 1424
"chill_2096-2097" 2097 4 10 13.5 1437.5
"chill_2096-2097" 2097 4 11 11.5 1449
"chill_2096-2097" 2097 4 12 -1.5 1447.5
"chill_2096-2097" 2097 4 13 -8 1439.5
"chill_2096-2097" 2097 4 14 -7.5 1432
"chill_2096-2097" 2097 4 15 -3 1429
"chill_2096-2097" 2097 4 16 11 1440
"chill_2096-2097" 2097 4 17 10.5 1450.5
"chill_2096-2097" 2097 4 18 2 1452.5
"chill_2096-2097" 2097 4 19 -4 1448.5
"chill_2096-2097" 2097 4 20 1.5 1450
"chill_2096-2097" 2097 4 21 1 1451
"chill_2096-2097" 2097 4 22 9 1460
"chill_2096-2097" 2097 4 23 11 1471
"chill_2096-2097" 2097 4 24 12.5 1483.5
"chill_2096-2097" 2097 4 25 19 1502.5
"chill_2096-2097" 2097 4 26 11 1513.5
"chill_2096-2097" 2097 4 27 0.5 1514
"chill_2096-2097" 2097 4 28 -8 1506
"chill_2096-2097" 2097 4 29 -7 1499
"chill_2096-2097" 2097 4 30 10.5 1509.5
"chill_2096-2097" 2097 5 1 4 1513.5
"chill_2096-2097" 2097 5 2 -1 1512.5
"chill_2096-2097" 2097 5 3 -5 1507.5
"chill_2096-2097" 2097 5 4 -5 1502.5
"chill_2096-2097" 2097 5 5 -5.5 1497
"chill_2096-2097" 2097 5 6 -13.5 1483.5
"chill_2096-2097" 2097 5 7 -16 1467.5
"chill_2096-2097" 2097 5 8 -9 1458.5
"chill_2096-2097" 2097 5 9 -1.5 1457
"chill_2096-2097" 2097 5 10 -8.5 1448.5
"chill_2096-2097" 2097 5 11 -15 1433.5
"chill_2096-2097" 2097 5 12 -12 1421.5
"chill_2096-2097" 2097 5 13 -10.5 1411
"chill_2096-2097" 2097 5 14 -12.5 1398.5
"chill_2096-2097" 2097 5 15 -9.5 1389
"chill_2096-2097" 2097 5 16 -5.5 1383.5
"chill_2096-2097" 2097 5 17 -4 1379.5
"chill_2096-2097" 2097 5 18 -3 1376.5
"chill_2096-2097" 2097 5 19 -0.5 1376
"chill_2096-2097" 2097 5 20 -5 1371
"chill_2096-2097" 2097 5 21 -12 1359
"chill_2096-2097" 2097 5 22 -17.5 1341.5
